Date,AAPL,DIS,FMC,KO,ORA
2013-02-12,14.304341316223145,49.345062255859375,40.850650787353516,25.79319190979004,19.33615493774414
2013-02-13,14.277134895324707,49.35404586791992,41.328514099121094,25.55283546447754,19.859495162963867
2013-02-14,14.264298439025879,49.282196044921875,41.469051361083984,25.298744201660156,19.528966903686523
2013-02-15,14.067716598510742,49.9377326965332,41.792327880859375,25.697046279907227,19.253522872924805
2013-02-19,14.062520980834961,50.045494079589844,41.6869010925293,25.868724822998047,19.96967315673828
2013-02-20,13.72195816040039,49.030757904052734,40.92091369628906,25.90991973876953,19.813600540161133
2013-02-21,13.636663436889648,48.644615173339844,40.37981414794922,25.896196365356445,19.216800689697266
2013-02-22,13.781880378723145,48.71645736694336,41.25823974609375,26.45243263244629,19.868682861328125
2013-02-25,13.537002563476562,48.123775482177734,40.41494369506836,25.903053283691406,19.639144897460938
2013-02-26,13.725625991821289,48.402156829833984,41.124717712402344,26.170881271362305,19.896221160888672
2013-02-27,13.591111183166504,48.923004150390625,41.91880416870117,26.40435791015625,18.831174850463867
2013-02-28,13.494196891784668,49.02178192138672,42.34748840332031,26.58978271484375,18.766904830932617
2013-03-01,13.160053253173828,49.686302185058594,42.09450149536133,26.576040267944336,19.023984909057617
2013-03-04,12.841501235961914,50.108360290527344,42.33344268798828,26.65845489501953,18.950536727905273
2013-03-05,13.180537223815918,50.71900177001953,42.684814453125,26.562314987182617,19.0882568359375
2013-03-06,13.013008117675781,50.61123275756836,42.916717529296875,,19.382068634033203
2013-03-07,13.163422584533691,50.575321197509766,42.79022216796875,26.864469528198242,19.382068634033203
2013-03-08,13.19826889038086,51.53617477416992,42.95185089111328,26.933143615722656,19.189250946044922
2013-03-11,13.386281967163086,51.77864074707031,43.1416015625,26.99494743347168,19.180082321166992
2013-03-12,13.097687721252441,51.28473663330078,43.057254791259766,26.75458526611328,19.253522872924805
2013-03-13,13.095244407653809,51.49128341674805,42.97295379638672,26.692338943481445,18.831174850463867
2013-03-14,13.222116470336914,51.85944747924805,,26.989768981933594,19.051536560058594
2013-03-15,13.56329345703125,51.70680236816406,42.16477584838867,26.85834312438965,18.978076934814453
2013-03-18,13.93198299407959,51.03330612182617,41.82044219970703,26.809932708740234,18.9138126373291
2013-03-19,13.894381523132324,50.56633758544922,41.65177536010742,27.204198837280273,19.13416290283203
2013-03-20,13.820699691772461,51.132080078125,41.574485778808594,27.577693939208984,19.005632400512695
2013-03-21,13.840575218200684,50.56633758544922,40.19007110595703,27.716045379638672,18.932172775268555
2013-03-22,14.121216773986816,50.98839569091797,40.37276840209961,27.695297241210938,18.75772476196289
2013-03-25,14.172272682189941,50.47653579711914,39.81057357788086,27.75061798095703,19.005632400512695
2013-03-26,14.097681045532227,50.85369873046875,40.12404251098633,28.144886016845703,18.94135856628418
2013-03-27,13.820699691772461,50.710018157958984,39.84228515625,27.819795608520508,18.849538803100586
2013-03-28,13.532719612121582,51.00636291503906,40.17335510253906,27.971969604492188,18.959718704223633
2013-04-01,13.112363815307617,50.9075813293457,39.54642105102539,27.978885650634766,18.59246253967285
2013-04-02,13.139266967773438,51.59904479980469,39.72956848144531,28.165630340576172,18.858722686767578
2013-04-03,13.206526756286621,51.41046142578125,39.475982666015625,27.785207748413086,18.317018508911133
2013-04-04,13.075983047485352,51.71577835083008,39.630943298339844,28.0411434173584,18.996444702148438
2013-04-05,12.9378023147583,51.814552307128906,39.060367584228516,27.722963333129883,19.492237091064453
2013-04-08,13.029821395874023,52.820316314697266,40.187461853027344,28.262481689453125,19.639144897460938
2013-04-09,13.05335807800293,53.1076774597168,40.25788497924805,28.158723831176758,19.22597885131836
2013-04-10,13.3196382522583,53.978736877441406,40.743934631347656,28.407732009887695,19.354528427124023
2013-04-11,13.278058052062988,54.37385940551758,41.34270477294922,28.483821868896484,19.36370086669922
2013-04-12,13.13957405090332,54.37385940551758,41.159542083740234,28.41464614868164,19.703418731689453
2013-04-15,12.835389137268066,52.874202728271484,39.72251892089844,27.72987937927246,18.711822509765625
2013-04-16,13.030736923217773,54.55345153808594,41.004581451416016,29.30692481994629,18.895450592041016
2013-04-17,12.314146041870117,54.490596771240234,40.72281265258789,29.431434631347656,18.59246253967285
2013-04-18,11.985504150390625,53.87097930908203,40.6312370300293,29.120174407958984,18.39965057373047
2013-04-19,11.93903636932373,55.280845642089844,40.77212142944336,29.50751495361328,18.179296493530273
2013-04-22,12.187887191772461,55.684940338134766,40.941184997558594,29.54901885986328,18.49146270751953
2013-04-23,12.415946960449219,56.20577621459961,41.694915771484375,29.535171508789062,18.72100067138672
2013-04-24,12.395462989807129,55.622074127197266,41.95555877685547,29.154748916625977,19.528966903686523
2013-04-25,12.484736442565918,55.67595672607422,42.737457275390625,29.293087005615234,19.72177505493164
2013-04-26,12.754372596740723,,42.18802261352539,29.120174407958984,19.97886085510254
2013-04-29,13.149358749389648,56.57394790649414,42.737457275390625,29.217002868652344,20.12576675415039
2013-04-30,13.53638744354248,56.430267333984375,42.75860595703125,29.279266357421875,19.96049690246582
2013-05-01,13.429697036743164,56.76253128051758,41.117279052734375,29.19625473022461,19.639144897460938
2013-05-02,13.620153427124023,57.36419677734375,41.42018127441406,29.023326873779297,19.877870559692383
2013-05-03,13.756502151489258,58.19035339355469,41.96259689331055,29.217002868652344,20.1992130279541
2013-05-06,14.0845365524292,58.42383575439453,42.39934158325195,29.1063289642334,
2013-05-07,14.021864891052246,59.330810546875,42.72337341308594,29.535171508789062,20.520566940307617
2013-05-08,14.180222511291504,59.258968353271484,43.547569274902344,29.369190216064453,20.98882293701172
2013-05-09,14.056510925292969,59.86961364746094,43.33620834350586,29.134014129638672,20.639928817749023
2013-05-10,13.939570426940918,60.34554672241211,43.63912582397461,29.154748916625977,20.906185150146484
2013-05-13,13.994039535522461,60.45332336425781,42.75860595703125,29.18242835998535,21.13572120666504
2013-05-14,13.659225463867188,60.58800506591797,44.30833053588867,29.410686492919922,21.61316680908203
2013-05-15,13.197308540344238,60.76761245727539,44.37173843383789,29.687366485595703,21.64988136291504
2013-05-16,13.373642921447754,59.69001007080078,43.674354553222656,29.804941177368164,21.172456741333008
2013-05-17,13.33302116394043,59.78879165649414,44.62532043457031,29.721940994262695,21.640697479248047
2013-05-20,13.630603790283203,59.37570571899414,44.51966857910156,29.31385612487793,21.43871307373047
2013-05-21,13.529973983764648,59.115299224853516,44.29423904418945,29.286176681518555,21.530529022216797
2013-05-22,13.581981658935547,58.88180923461914,44.30833053588867,29.22393035888672,20.832738876342773
2013-05-23,13.606291770935059,58.576499938964844,44.73099899291992,29.002592086791992,20.98882293701172
2013-05-24,13.698922157287598,58.80997085571289,44.738040924072266,29.217002868652344,20.81437110900879
2013-05-28,13.584750175476074,59.887577056884766,45.42131042480469,29.431434631347656,21.39280128479004
2013-05-29,13.692766189575195,59.501441955566406,44.94230651855469,28.6359920501709,20.81437110900879
2013-05-30,13.896794319152832,58.05565643310547,45.01979446411133,28.200227737426758,20.805198669433594
2013-05-31,13.839865684509277,56.645790100097656,44.17449188232422,27.66071891784668,20.952096939086914
2013-06-03,13.870330810546875,57.292354583740234,43.695472717285156,28.227901458740234,21.42953872680664
2013-06-04,13.826939582824707,57.786258697509766,43.8011589050293,28.64982795715332,20.823556900024414
2013-06-05,13.69769287109375,56.68171691894531,43.117855072021484,28.11722183227539,20.777645111083984
2013-06-06,13.493045806884766,56.69967269897461,43.153076171875,28.21405601501465,21.33771514892578
2013-06-07,13.596137046813965,58.23524856567383,44.28718948364258,28.642908096313477,21.126541137695312
2013-06-10,13.506275177001953,57.319305419921875,44.25197982788086,28.483821868896484,21.769241333007812
2013-06-11,13.46657943725586,57.292354583740234,44.18153381347656,28.21405601501465,21.93450927734375
2013-06-12,13.300093650817871,56.56497573852539,43.794097900390625,28.1304874420166,21.47544288635254
2013-06-13,13.416111946105957,57.741355895996094,44.428096771240234,28.144397735595703,21.46626091003418
2013-06-14,13.23423957824707,57.292354583740234,44.075870513916016,28.09566879272461,21.328536987304688
2013-06-17,13.294245719909668,57.9119758605957,44.9775276184082,28.332460403442383,21.190811157226562
2013-06-18,13.287172317504883,58.63037872314453,45.57630157470703,28.506576538085938,21.51216697692871
2013-06-19,13.01728343963623,57.76829528808594,45.1677360534668,28.144397735595703,21.0989990234375
2013-06-20,12.827719688415527,55.657997131347656,44.111087799072266,27.252931594848633,20.41038703918457
2013-06-21,12.724933624267578,56.33149719238281,44.08292007446289,27.69169807434082,20.281850814819336
2013-06-24,12.387655258178711,56.071083068847656,43.477108001708984,27.531513214111328,19.97886085510254
2013-06-25,12.390427589416504,56.18782043457031,43.477108001708984,27.663846969604492,20.69501304626465
2013-06-26,12.250092506408691,56.76253128051758,43.89717483520508,28.088699340820312,21.016361236572266
2013-06-27,12.118075370788574,57.22051239013672,44.045413970947266,28.039947509765625,21.567256927490234
2013-06-28,12.2027006149292,56.70866012573242,43.10647201538086,27.935470581054688,21.594791412353516
2013-07-01,12.59322452545166,57.40909957885742,43.49477005004883,28.17923355102539,21.356077194213867
2013-07-02,12.87849235534668,56.807437896728516,43.44534683227539,28.11655616760254,21.181623458862305
2013-07-03,12.949581146240234,57.12174606323242,43.55828857421875,28.200132369995117,21.365264892578125
2013-07-05,12.845563888549805,57.3103141784668,43.996002197265625,28.221019744873047,21.603975296020508
2013-07-08,12.77263355255127,58.10953140258789,43.226497650146484,28.234956741333008,21.916147232055664
2013-07-09,12.997282981872559,58.316070556640625,43.72066879272461,28.436933517456055,22.19159698486328
2013-07-10,12.947427749633789,58.28913116455078,43.98894119262695,28.332460403442383,22.18240737915039
2013-07-11,13.149301528930664,59.78879165649414,43.960689544677734,28.576229095458984,22.8985652923584
2013-07-12,13.125300407409668,60.14801025390625,43.85480880737305,28.576229095458984,22.57722282409668
2013-07-15,13.153921127319336,59.20509719848633,44.137203216552734,28.562292098999023,22.8985652923584
2013-07-16,13.238858222961426,58.396888732910156,43.47358322143555,28.01904296875,23.50454330444336
2013-07-17,13.242238998413086,58.6932373046875,43.98188018798828,28.44390106201172,22.421131134033203
2013-07-18,13.286860466003418,59.10631561279297,44.54665756225586,28.423002243041992,22.402769088745117
2013-07-19,13.077295303344727,58.51364517211914,44.81492233276367,28.61800765991211,21.906967163085938
2013-07-22,13.119146347045898,57.83115768432617,44.652549743652344,28.44390106201172,22.01714515686035
2013-07-23,12.893879890441895,57.87605667114258,44.45488739013672,28.5274715423584,21.87942123413086
2013-07-24,13.556131362915039,58.046669006347656,44.864349365234375,28.45781707763672,21.484619140625
2013-07-25,13.494275093078613,57.96586227416992,44.93492889404297,28.44390106201172,21.071453094482422
2013-07-26,13.570905685424805,58.35199737548828,44.786685943603516,28.304594039916992,21.089813232421875
2013-07-29,13.78016471862793,58.01974105834961,44.88551712036133,28.053874969482422,20.924549102783203
2013-07-30,13.950343132019043,57.633602142333984,46.24098205566406,28.081735610961914,20.704193115234375
2013-07-31,13.926031112670898,58.05565643310547,46.706912994384766,27.914581298828125,21.14490509033203
2013-08-01,14.053742408752441,58.6932373046875,47.20111083984375,28.255855560302734,21.29181480407715
2013-08-02,14.234077453613281,59.7259407043457,47.48348617553711,28.0120792388916,21.190811157226562
2013-08-05,14.446723937988281,59.28590774536133,46.84104919433594,28.060853958129883,
2013-08-06,14.317473411560059,60.21085739135742,46.48806381225586,28.11655616760254,
2013-08-07,14.309163093566895,59.187137603759766,46.050376892089844,27.96333122253418,21.39280128479004
2013-08-08,14.28066349029541,59.04345703125,46.56573486328125,27.998146057128906,22.09978485107422
2013-08-09,14.077454566955566,58.12749099731445,46.3680419921875,27.97029685974121,21.989601135253906
2013-08-12,14.477370262145996,57.40909957885742,45.88093185424805,27.740459442138672,22.1273250579834
2013-08-13,15.165367126464844,57.45398712158203,,27.615095138549805,22.63229751586914
2013-08-14,15.441991806030273,57.436038970947266,46.24098205566406,27.531513214111328,22.549665451049805
2013-08-15,15.423711776733398,56.01719284057617,45.88800811767578,27.225069046020508,22.503686904907227
2013-08-16,15.560635566711426,55.82861328125,46.19863510131836,27.197202682495117,22.531272888183594
2013-08-19,15.728217124938965,55.52329635620117,45.88093185424805,27.009151458740234,22.614044189453125
2013-08-20,15.52159309387207,55.56819152832031,46.18449783325195,26.91861915588379,22.816368103027344
2013-08-21,15.56156063079834,54.9036750793457,46.24803924560547,26.66092300415039,23.037084579467773
2013-08-22,15.580144882202148,55.35268020629883,47.12343978881836,26.681821823120117,23.211809158325195
2013-08-23,15.520051002502441,55.433494567871094,46.996368408203125,26.82807731628418,23.266996383666992
2013-08-26,15.580452919006348,55.09226608276367,46.996368408203125,26.549489974975586,23.248600006103516
2013-08-27,15.135004997253418,54.49957275390625,47.2717170715332,26.570383071899414,23.018686294555664
2013-08-28,15.20656967163086,54.60733413696289,46.79163360595703,26.709672927856445,23.74520492553711
2013-08-29,15.231344223022461,54.849796295166016,47.12343978881836,26.535560607910156,23.38654136657715
2013-08-30,15.092572212219238,54.62529754638672,47.02461624145508,26.59128189086914,23.055469512939453
2013-09-03,15.1347017288208,54.71509552001953,47.13050842285156,26.396265029907227,23.358957290649414
2013-09-04,15.447874069213867,54.876739501953125,47.54702377319336,26.842012405395508,23.74520492553711
2013-09-05,,55.047359466552734,47.53996276855469,26.63306427001953,23.809585571289062
2013-09-06,15.433309555053711,55.128177642822266,47.86470413208008,26.709672927856445,23.89234733581543
2013-09-09,15.679581642150879,55.30777359008789,48.45066452026367,26.82807731628418,24.122255325317383
2013-09-10,15.32242488861084,56.42129135131836,48.90953826904297,26.904693603515625,24.526905059814453
2013-09-11,14.488215446472168,57.418067932128906,49.65788269042969,27.009151458740234,24.36136245727539
2013-09-12,14.642477035522461,58.80997085571289,49.58021545410156,26.967063903808594,24.37056541442871
2013-09-13,14.401165008544922,59.887577056884766,49.53785705566406,27.1424503326416,24.352170944213867
2013-09-16,13.943325996398926,60.11207962036133,49.67197799682617,27.2617244720459,24.352170944213867
2013-09-17,14.10440731048584,60.14801025390625,49.83436965942383,27.212604522705078,24.352170944213867
2013-09-18,14.394353866577148,60.264732360839844,50.30030822753906,27.773834228515625,25.005126953125
2013-09-19,14.63039493560791,59.01651382446289,50.70977020263672,27.577411651611328,25.3913631439209
2013-09-20,14.478917121887207,58.37893295288086,50.377960205078125,27.640552520751953,25.014312744140625
2013-09-23,15.198515892028809,58.14545822143555,50.20853805541992,27.10036277770996,24.536102294921875
2013-09-24,15.150805473327637,57.75931930541992,50.42032241821289,27.03019905090332,24.55449104309082
2013-09-25,14.916313171386719,57.87605667114258,50.462684631347656,26.88990020751953,24.582080841064453
2013-09-26,15.061593055725098,58.585472106933594,50.67133331298828,27.177534103393555,24.563684463500977
2013-09-27,14.954107284545898,58.54058074951172,50.586456298828125,26.93901252746582,24.453332901000977
2013-09-30,14.76824951171875,57.9119758605957,,26.57421112060547,24.61886978149414
2013-10-01,15.115490913391113,58.21729278564453,50.46621322631836,26.623321533203125,24.61886978149414
2013-10-02,15.165057182312012,58.262184143066406,50.63596725463867,26.258516311645508,24.572893142700195
2013-10-03,14.974552154541016,57.48991012573242,50.1125602722168,26.069093704223633,24.324583053588867
2013-10-04,14.962777137756348,58.63935470581055,51.01082992553711,26.097171783447266,24.296998977661133
2013-10-07,15.108985900878906,58.00177001953125,50.374271392822266,25.991931915283203,23.818775177001953
2013-10-08,14.898033142089844,57.471954345703125,49.942806243896484,26.15328598022461,23.919937133789062
2013-10-09,15.073054313659668,57.10377883911133,49.801353454589844,26.01298713684082,24.2418155670166
2013-10-10,15.167539596557617,58.89079666137695,50.706695556640625,26.504058837890625,24.72003173828125
2013-10-11,15.265735626220703,59.45654296875,51.095706939697266,26.497037887573242,25.70405387878418
2013-10-14,15.365785598754883,60.0132942199707,51.053279876708984,26.595252990722656,25.409759521484375
2013-10-15,15.447563171386719,59.66307830810547,50.74913787841797,26.419870376586914,24.811992645263672
2013-10-16,15.52284049987793,59.58226013183594,51.343265533447266,26.658397674560547,24.738422393798828
2013-10-17,15.627846717834473,59.64512252807617,,27.044240951538086,24.75681495666504
2013-10-18,15.76384449005127,60.300655364990234,51.92325973510742,27.205591201782227,25.005126953125
2013-10-21,16.150117874145508,60.7137336730957,51.76765823364258,27.233652114868164,24.793601989746094
2013-10-22,16.103961944580078,61.96195983886719,52.70130157470703,27.42306900024414,25.170654296875
2013-10-23,16.26163673400879,61.171714782714844,52.439605712890625,27.42306900024414,24.894758224487305
2013-10-24,16.476926803588867,62.006858825683594,52.616416931152344,27.21962547302246,25.005126953125
2013-10-25,16.29261589050293,62.195430755615234,52.5810432434082,27.380983352661133,25.281009674072266
2013-10-28,16.414045333862305,61.96195983886719,52.001060485839844,27.787870407104492,24.848779678344727
2013-10-29,16.005149841308594,61.890106201171875,51.810096740722656,27.921165466308594,24.848779678344727
2013-10-30,16.259784698486328,61.48600769042969,51.65449142456055,27.794893264770508,24.36136245727539
2013-10-31,16.191627502441406,61.59376525878906,51.4635124206543,27.75980567932129,23.97511863708496
2013-11-01,16.108917236328125,61.9709358215332,51.50594711303711,27.787870407104492,23.73601531982422
2013-11-04,16.31708526611328,61.791324615478516,51.52717590332031,27.71771240234375,24.00270652770996
2013-11-05,16.276817321777344,61.827266693115234,51.52009201049805,27.71070098876953,23.956724166870117
2013-11-06,16.2307071685791,61.96195983886719,51.66157150268555,28.09653663635254,24.55449104309082
2013-11-07,15.968046188354492,60.300655364990234,51.03912353515625,27.942201614379883,23.809585571289062
2013-11-08,16.21949005126953,61.58479309082031,51.93033981323242,28.09653663635254,24.582080841064453
2013-11-11,16.172439575195312,61.369266510009766,51.633262634277344,27.970266342163086,24.453332901000977
2013-11-12,16.20235252380371,60.8574104309082,51.32912063598633,27.977283477783203,24.251014709472656
2013-11-13,16.2216739654541,61.93501281738281,52.015220642089844,28.145645141601562,24.177446365356445
2013-11-14,16.456287384033203,62.87789535522461,52.22740173339844,28.208789825439453,24.388957977294922
2013-11-15,16.357519149780273,62.85995101928711,53.11861038208008,28.215808868408203,23.919937133789062
2013-11-18,16.159353256225586,62.41095733642578,52.23447036743164,28.18071746826172,23.86467170715332
2013-11-19,16.188018798828125,62.069705963134766,51.99399948120117,28.159677505493164,23.431772232055664
2013-11-20,16.046245574951172,62.168487548828125,51.38571548461914,28.10355567932129,23.247562408447266
2013-11-21,16.237552642822266,62.80607986450195,51.4776611328125,28.363121032714844,23.45940399169922
2013-11-22,16.19580841064453,63.03954315185547,51.576690673828125,28.363121032714844,23.56993865966797
2013-11-25,16.318572998046875,62.62646484375,51.20182418823242,28.321035385131836,23.265981674194336
2013-11-26,16.619558334350586,63.919586181640625,51.37156677246094,28.236846923828125,23.201507568359375
2013-11-27,17.010896682739258,63.551395416259766,51.62619400024414,28.39227867126465,23.183086395263672
2013-11-29,17.325897216796875,63.344871520996094,51.53423309326172,28.39227867126465,23.10019302368164
2013-12-02,17.175100326538086,63.6771240234375,51.49888229370117,28.31456184387207,23.026508331298828
2013-12-03,17.645267486572266,62.7701530456543,51.2088737487793,28.50529670715332,23.652830123901367
2013-12-04,17.60413932800293,,51.59083557128906,28.51943588256836,23.496244430541992
2013-12-05,17.694496154785156,63.06649398803711,51.725215911865234,28.137954711914062,23.477834701538086
2013-12-06,17.448972702026367,64.1710205078125,52.62349319458008,,23.698881149291992
2013-12-09,17.648693084716797,63.856719970703125,52.9417724609375,28.540618896484375,23.551515579223633
2013-12-10,17.62126922607422,64.26981353759766,53.09031677246094,28.152080535888672,23.440988540649414
2013-12-11,17.4907283782959,63.326900482177734,52.47496032714844,28.349884033203125,23.505464553833008
2013-12-12,17.465173721313477,63.299644470214844,51.944488525390625,27.6999568939209,23.744930267333984
2013-12-13,17.274805068969727,63.29052734375,51.852535247802734,27.71408462524414,23.90151596069336
2013-12-16,17.370452880859375,64.09962463378906,51.50594711303711,27.742328643798828,24.481786727905273
2013-12-17,17.292253494262695,64.23600006103516,51.66864013671875,27.62223243713379,24.68441390991211
2013-12-18,17.1607608795166,65.63599395751953,51.435211181640625,28.272171020507812,24.785734176635742
2013-12-19,16.96415901184082,66.33597564697266,51.64741516113281,28.159135818481445,24.656789779663086
2013-12-20,17.106237411499023,65.81781005859375,51.66157150268555,28.28630828857422,25.29231834411621
2013-12-23,17.762733459472656,66.61780548095703,51.95154571533203,28.371074676513672,25.319948196411133
2013-12-24,17.687326431274414,67.13597869873047,52.66593933105469,28.39227867126465,25.365999221801758
2013-12-26,17.569869995117188,67.83598327636719,53.33080291748047,28.604211807250977,25.6054744720459
2013-12-27,17.451152801513672,67.59052276611328,53.46895980834961,28.72429847717285,25.485736846923828
2013-12-30,17.277610778808594,69.29961395263672,53.32017517089844,29.02806854248047,25.098892211914062
2013-12-31,17.48012924194336,69.45414733886719,53.46895980834961,29.18349838256836,25.062055587768555
2014-01-02,17.234302520751953,,52.80999755859375,28.72429847717285,24.85020637512207
2014-01-03,16.855731964111328,69.19051361083984,52.62577438354492,28.583011627197266,24.767311096191406
2014-01-06,16.947647094726562,68.92687225341797,52.28565979003906,28.448781967163086,24.51862335205078
2014-01-07,16.826444625854492,69.39960479736328,,28.53356170654297,24.546260833740234
2014-01-08,16.933006286621094,68.38141632080078,52.73206329345703,28.215654373168945,24.233097076416016
2014-01-09,16.716768264770508,68.09051513671875,52.68954086303711,28.067302703857422,23.90151596069336
2014-01-10,16.605222702026367,68.53597259521484,52.590335845947266,28.349884033203125,23.708097457885742
2014-01-13,16.692153930664062,66.60871124267578,51.619606018066406,27.926010131835938,23.533082962036133
2014-01-14,17.02429962158203,67.68142700195312,52.49115753173828,28.039052963256836,23.698881149291992
2014-01-15,17.36609649658203,67.52688598632812,53.6602783203125,28.08849334716797,23.92914581298828
2014-01-16,17.269193649291992,67.46324157714844,53.6602783203125,28.053176879882812,24.021259307861328
2014-01-17,16.846073150634766,67.25416564941406,53.51148223876953,27.74939727783203,23.919937133789062
2014-01-21,17.107797622680664,67.45416259765625,53.70280456542969,,23.91072654724121
2014-01-22,17.183818817138672,68.46324920654297,53.80200958251953,28.187400817871094,23.984413146972656
2014-01-23,17.329326629638672,67.99050903320312,52.533660888671875,27.721147537231445,23.385719299316406
2014-01-24,17.014326095581055,66.10870361328125,50.74805450439453,27.438566207885742,23.063352584838867
2014-01-27,17.1523494720459,65.68144989013672,50.79764175415039,27.360851287841797,22.35413932800293
2014-01-28,15.78140640258789,66.25415802001953,50.78347396850586,27.45975685119629,22.713354110717773
2014-01-29,,64.8450698852539,50.776390075683594,26.77450180053711,22.630456924438477
2014-01-30,15.572029113769531,66.5632553100586,50.91810607910156,,23.09098243713379
2014-01-31,15.597580909729004,66.00870513916016,50.046566009521484,26.717971801757812,22.704137802124023
2014-02-03,15.626554489135742,63.62689971923828,48.799468994140625,26.279987335205078,23.063352584838867
2014-02-04,15.852764129638672,64.59052276611328,49.26004409790039,26.477783203125,23.13703727722168
2014-02-05,15.971156120300293,65.23600006103516,49.2387809753418,26.569637298583984,23.044933319091797
2014-02-06,16.064252853393555,68.69051361083984,50.70554733276367,26.866331100463867,22.94361686706543
2014-02-07,16.288982391357422,68.79051971435547,50.677181243896484,26.809829711914062,22.648876190185547
2014-02-10,16.5808048248291,70.05413055419922,50.66301345825195,27.24782371520996,22.630456924438477
2014-02-11,16.799278259277344,70.71778869628906,51.15901565551758,27.297266006469727,22.796239852905273
2014-02-12,16.79802131652832,70.8268814086914,50.8897590637207,27.205434799194336,22.925193786621094
2014-02-13,17.064767837524414,70.8177719116211,51.13067626953125,27.304332733154297,23.3304500579834
2014-02-14,17.05096435546875,72.02685546875,51.67626953125,,23.625202178955078
2014-02-18,17.11366081237793,72.34504699707031,51.56999969482422,26.47072410583496,24.647579193115234
2014-02-19,16.843477249145508,71.69960021972656,51.484962463378906,26.20932960510254,23.92914581298828
2014-02-20,16.648508071899414,71.9905014038086,51.78255844116211,26.350622177124023,24.33441925048828
2014-02-21,16.46358299255371,72.84503936767578,51.513309478759766,26.265853881835938,
2014-02-24,16.535673141479492,73.39049530029297,51.244049072265625,26.49191665649414,24.269941329956055
2014-02-25,16.363597869873047,72.91777801513672,51.492042541503906,26.68265151977539,23.551515579223633
2014-02-26,16.215959548950195,72.79957580566406,53.291831970214844,26.753297805786133,25.172578811645508
2014-02-27,16.5394344329834,73.16323852539062,54.028743743896484,26.894596099853516,25.144954681396484
2014-02-28,16.494609832763672,73.46321868896484,54.68772888183594,26.986433029174805,25.559423446655273
2014-03-03,16.542255401611328,72.23595428466797,54.460975646972656,26.929916381835938,25.771268844604492
2014-03-04,16.65133285522461,74.28137969970703,55.32543182373047,27.06413459777832,26.250219345092773
2014-03-05,16.686439514160156,75.1632080078125,55.098697662353516,27.09239959716797,26.397592544555664
2014-03-06,16.635969161987305,75.76319885253906,55.32543182373047,27.177183151245117,26.563379287719727
2014-03-07,16.62626075744629,74.7359390258789,55.17662811279297,27.233688354492188,26.59101676940918
2014-03-10,16.641305923461914,74.51774597167969,58.882484436035156,27.304332733154297,26.369964599609375
2014-03-11,16.803354263305664,73.681396484375,57.49366760253906,27.41030502319336,26.213045120239258
2014-03-12,16.81964683532715,73.98138427734375,56.863040924072266,27.392513275146484,26.6468563079834
